id,item,itemLabel,parti,partiLabel,gender,genderLabel,birthDate
,http://www.wikidata.org/entity/Q15410824,Jakob Bächtold,http://www.wikidata.org/entity/Q550295,Ring of Independents,http://www.wikidata.org/entity/Q6581097,male,1905-03-03T00:00:00Z
,http://www.wikidata.org/entity/Q99305391,Julien Girard,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1905-04-10T00:00:00Z
,http://www.wikidata.org/entity/Q23197274,Jean Vincent,http://www.wikidata.org/entity/Q661771,Swiss Party of Labour,http://www.wikidata.org/entity/Q6581097,male,1906-07-08T00:00:00Z
,http://www.wikidata.org/entity/Q2156979,Robert Eibel,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1906-06-07T00:00:00Z
,http://www.wikidata.org/entity/Q1754180,Walther Leber,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1906-02-04T00:00:00Z
,http://www.wikidata.org/entity/Q69624589,Hans Düby,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1906-01-30T00:00:00Z
,http://www.wikidata.org/entity/Q1360527,Ernst Weber,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1906-03-04T00:00:00Z
,http://www.wikidata.org/entity/Q78071776,Manfred Stadlin,http://www.wikidata.org/entity/Q13124,Free Democratic Party,http://www.wikidata.org/entity/Q6581097,male,1906-09-08T00:00:00Z
,http://www.wikidata.org/entity/Q115536,Roger Bonvin,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party,http://www.wikidata.org/entity/Q6581097,male,1907-07-12T00:00:00Z
,http://www.wikidata.org/entity/Q115536,Roger Bonvin,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party,http://www.wikidata.org/entity/Q6581097,male,1907-09-12T00:00:00Z
,http://www.wikidata.org/entity/Q1892948,Marcel Brawand,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1907-09-07T00:00:00Z
,http://www.wikidata.org/entity/Q2093474,Pierre Glasson,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1907-04-28T00:00:00Z
,http://www.wikidata.org/entity/Q2173417,Rudolf Meier,http://www.wikidata.org/entity/Q477228,"Party of Farmers, Traders and Independents",http://www.wikidata.org/entity/Q6581097,male,1907-01-30T00:00:00Z
,http://www.wikidata.org/entity/Q2640592,Aleardo Pini,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1907-11-22T00:00:00Z
,http://www.wikidata.org/entity/Q125578,Alfred Rasser,http://www.wikidata.org/entity/Q550295,Ring of Independents,http://www.wikidata.org/entity/Q6581097,male,1907-05-29T00:00:00Z
,http://www.wikidata.org/entity/Q363099,Adolf Landolt,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1907-01-31T00:00:00Z
,http://www.wikidata.org/entity/Q760786,August Albrecht,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party,http://www.wikidata.org/entity/Q6581097,male,1907-11-16T00:00:00Z
,http://www.wikidata.org/entity/Q1478953,Alfred Ackermann,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1907-04-02T00:00:00Z
,http://www.wikidata.org/entity/Q99305324,Otto Schütz,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1907-03-04T00:00:00Z
,http://www.wikidata.org/entity/Q15621593,Willi Rohner,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1907-01-19T00:00:00Z
,http://www.wikidata.org/entity/Q120363,Pierre Graber,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1908-12-06T00:00:00Z
,http://www.wikidata.org/entity/Q120714,Jean-Pierre Pradervand,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1908-11-23T00:00:00Z
,http://www.wikidata.org/entity/Q123454,Max Bill,http://www.wikidata.org/entity/Q550295,Ring of Independents,http://www.wikidata.org/entity/Q6581097,male,1908-12-22T00:00:00Z
,http://www.wikidata.org/entity/Q23888175,Hans Weber,http://www.wikidata.org/entity/Q477228,"Party of Farmers, Traders and Independents",http://www.wikidata.org/entity/Q6581097,male,1908-08-01T00:00:00Z
,http://www.wikidata.org/entity/Q32606755,Franco Maspoli,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party,http://www.wikidata.org/entity/Q6581097,male,1908-11-22T00:00:00Z
,http://www.wikidata.org/entity/Q1673126,Walter König,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1908-04-09T00:00:00Z
,http://www.wikidata.org/entity/Q1679179,Jakob Käch,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party,http://www.wikidata.org/entity/Q6581097,male,1908-08-22T00:00:00Z
,http://www.wikidata.org/entity/Q1892932,Marcel Beck,http://www.wikidata.org/entity/Q681843,Democratic Party,http://www.wikidata.org/entity/Q6581097,male,1908-04-16T00:00:00Z
,http://www.wikidata.org/entity/Q1704834,Josef Hofstetter,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1908-07-24T00:00:00Z
,http://www.wikidata.org/entity/Q1734508,Walter König,http://www.wikidata.org/entity/Q550295,Ring of Independents,http://www.wikidata.org/entity/Q6581097,male,1908-01-13T00:00:00Z
,http://www.wikidata.org/entity/Q2488801,Adolf Blaser,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1908-05-31T00:00:00Z
,http://www.wikidata.org/entity/Q49138539,Alfred Schaller,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1908-04-21T00:00:00Z
,http://www.wikidata.org/entity/Q1173672,David Baumgartner,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1908-02-03T00:00:00Z
,http://www.wikidata.org/entity/Q1362787,Erwin A. Lang,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1908-07-31T00:00:00Z
,http://www.wikidata.org/entity/Q1409598,Konrad Hess,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party,http://www.wikidata.org/entity/Q6581097,male,1908-02-15T00:00:00Z
,http://www.wikidata.org/entity/Q15621513,Max Schmidheiny,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1908-04-03T00:00:00Z
,http://www.wikidata.org/entity/Q120900,Erwin Jaeckle,http://www.wikidata.org/entity/Q550295,Ring of Independents,http://www.wikidata.org/entity/Q6581097,male,1909-08-12T00:00:00Z
,http://www.wikidata.org/entity/Q121808,Henri Badoux,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1909-07-17T00:00:00Z
,http://www.wikidata.org/entity/Q2134064,Raymond Bertholet,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1909-03-18T00:00:00Z
,http://www.wikidata.org/entity/Q1335932,Emil Bösch,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1909-01-01T00:00:00Z
,http://www.wikidata.org/entity/Q1335932,Emil Bösch,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1909-01-31T00:00:00Z
,http://www.wikidata.org/entity/Q2736388,Josef Grolimund,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1909-03-17T00:00:00Z
,http://www.wikidata.org/entity/Q1508957,Georges Jaccottet,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1909-07-20T00:00:00Z
,http://www.wikidata.org/entity/Q1523076,Hans Albrecht,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1909-10-02T00:00:00Z
,http://www.wikidata.org/entity/Q23059931,Otto Wenger,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1910-10-14T00:00:00Z
,http://www.wikidata.org/entity/Q2039809,Otto Locher,http://www.wikidata.org/entity/Q477228,"Party of Farmers, Traders and Independents",http://www.wikidata.org/entity/Q6581097,male,1910-04-09T00:00:00Z
,http://www.wikidata.org/entity/Q1778070,Raymond Deonna,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1910-10-13T00:00:00Z
,http://www.wikidata.org/entity/Q2437569,Erwin Schneider,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1910-10-30T00:00:00Z
,http://www.wikidata.org/entity/Q1358482,Ernst Haller,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1910-06-16T00:00:00Z
,http://www.wikidata.org/entity/Q2806513,Walter Raissig,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1910-03-28T00:00:00Z
,http://www.wikidata.org/entity/Q2806513,Walter Raissig,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1910-03-29T00:00:00Z
,http://www.wikidata.org/entity/Q1512957,Gerhart Schürch,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1910-03-23T00:00:00Z
,http://www.wikidata.org/entity/Q116541,James Schwarzenbach,http://www.wikidata.org/entity/Q660046,Swiss Democrats,http://www.wikidata.org/entity/Q6581097,male,1911-08-05T00:00:00Z
,http://www.wikidata.org/entity/Q120625,Louis Guisan,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1911-06-12T00:00:00Z
,http://www.wikidata.org/entity/Q120873,Albert Mossdorf,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1911-07-29T00:00:00Z
,http://www.wikidata.org/entity/Q122438,Robert Reimann,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party,http://www.wikidata.org/entity/Q6581097,male,1911-12-17T00:00:00Z
,http://www.wikidata.org/entity/Q2637566,Albert Bauer,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1911-11-07T00:00:00Z
,http://www.wikidata.org/entity/Q2848606,André Sandoz,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1911-09-18T00:00:00Z
,http://www.wikidata.org/entity/Q72075527,Otto Zwygart,http://www.wikidata.org/entity/Q667718,Evangelical People's Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1911-05-30T00:00:00Z
,http://www.wikidata.org/entity/Q80032354,Heinrich Caspar Müller,http://www.wikidata.org/entity/Q660046,Swiss Democrats,http://www.wikidata.org/entity/Q6581097,male,1911-09-30T00:00:00Z
,http://www.wikidata.org/entity/Q80032354,Heinrich Caspar Müller,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1911-09-30T00:00:00Z
,http://www.wikidata.org/entity/Q16101728,Otto Bretscher,http://www.wikidata.org/entity/Q385258,Swiss People's Party,http://www.wikidata.org/entity/Q6581097,male,1911-04-27T00:00:00Z
,http://www.wikidata.org/entity/Q16101728,Otto Bretscher,http://www.wikidata.org/entity/Q477228,"Party of Farmers, Traders and Independents",http://www.wikidata.org/entity/Q6581097,male,1911-04-27T00:00:00Z
,http://www.wikidata.org/entity/Q1584551,Harald Huber,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1912-07-30T00:00:00Z
,http://www.wikidata.org/entity/Q1783485,Walter Allgöwer,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1912-08-18T00:00:00Z
,http://www.wikidata.org/entity/Q2546149,Walter Schmidt,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1912-03-20T00:00:00Z
,http://www.wikidata.org/entity/Q521581,André Martin,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1912-10-15T00:00:00Z
,http://www.wikidata.org/entity/Q51879989,Alfred Gehrig,http://www.wikidata.org/entity/Q550295,Ring of Independents,http://www.wikidata.org/entity/Q6581097,male,1912-07-04T00:00:00Z
,http://www.wikidata.org/entity/Q1357438,Ernst Bachmann,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1912-04-07T00:00:00Z
,http://www.wikidata.org/entity/Q3372302,Paul Torche,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party,http://www.wikidata.org/entity/Q6581097,male,1912-06-06T00:00:00Z
,http://www.wikidata.org/entity/Q73909077,Liselotte Spreng,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581072,female,1912-02-15T00:00:00Z
,http://www.wikidata.org/entity/Q78060545,Gaston Clottu,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1912-08-27T00:00:00Z
,http://www.wikidata.org/entity/Q78072982,Hanny Thalmann,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party,http://www.wikidata.org/entity/Q6581072,female,1912-07-26T00:00:00Z
,http://www.wikidata.org/entity/Q120121,Olivier Reverdin,http://www.wikidata.org/entity/Q667785,Liberal Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1913-07-15T00:00:00Z
,http://www.wikidata.org/entity/Q1580279,Hans Hofer,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1913-09-28T00:00:00Z
,http://www.wikidata.org/entity/Q1582102,Hans Roth,http://www.wikidata.org/entity/Q385258,Swiss People's Party,http://www.wikidata.org/entity/Q6581097,male,1913-08-19T00:00:00Z
,http://www.wikidata.org/entity/Q1582102,Hans Roth,http://www.wikidata.org/entity/Q477228,"Party of Farmers, Traders and Independents",http://www.wikidata.org/entity/Q6581097,male,1913-08-19T00:00:00Z
,http://www.wikidata.org/entity/Q2517515,Jakob Langenauer,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1913-07-02T00:00:00Z
,http://www.wikidata.org/entity/Q15621706,Richard Müller,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1913-02-22T00:00:00Z
,http://www.wikidata.org/entity/Q15907030,Joachim Weber,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1913-08-28T00:00:00Z
,http://www.wikidata.org/entity/Q118196,Nello Celio,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1914-02-12T00:00:00Z
,http://www.wikidata.org/entity/Q119921,Max Aebischer,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party,http://www.wikidata.org/entity/Q6581097,male,1914-01-02T00:00:00Z
,http://www.wikidata.org/entity/Q1558452,Otto Nauer,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1914-10-23T00:00:00Z
,http://www.wikidata.org/entity/Q2173917,Rudolf Suter,http://www.wikidata.org/entity/Q550295,Ring of Independents,http://www.wikidata.org/entity/Q6581097,male,1914-03-18T00:00:00Z
,http://www.wikidata.org/entity/Q2543559,Walter Baumann,http://www.wikidata.org/entity/Q385258,Swiss People's Party,http://www.wikidata.org/entity/Q6581097,male,1914-02-04T00:00:00Z
,http://www.wikidata.org/entity/Q2543559,Walter Baumann,http://www.wikidata.org/entity/Q477228,"Party of Farmers, Traders and Independents",http://www.wikidata.org/entity/Q6581097,male,1914-02-04T00:00:00Z
,http://www.wikidata.org/entity/Q2544436,Walter Gerosa,http://www.wikidata.org/entity/Q550295,Ring of Independents,http://www.wikidata.org/entity/Q6581097,male,1914-06-17T00:00:00Z
,http://www.wikidata.org/entity/Q2644613,Alfred Abegg,http://www.wikidata.org/entity/Q303745,Social Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1914-11-18T00:00:00Z
,http://www.wikidata.org/entity/Q825483,Bernhard König,http://www.wikidata.org/entity/Q2145393,Republican Movement,http://www.wikidata.org/entity/Q6581097,male,1914-12-28T00:00:00Z
,http://www.wikidata.org/entity/Q3087940,Fritz Meier,http://www.wikidata.org/entity/Q660046,Swiss Democrats,http://www.wikidata.org/entity/Q6581097,male,1914-08-05T00:00:00Z
,http://www.wikidata.org/entity/Q3309961,Michel Jaccard,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1914-09-01T00:00:00Z
,http://www.wikidata.org/entity/Q1515691,Gertrud Spiess,http://www.wikidata.org/entity/Q659461,Christian Democratic People's Party,http://www.wikidata.org/entity/Q6581072,female,1914-04-16T00:00:00Z
,http://www.wikidata.org/entity/Q15621569,Roger Dafflon,http://www.wikidata.org/entity/Q661771,Swiss Party of Labour,http://www.wikidata.org/entity/Q6581097,male,1914-12-02T00:00:00Z
,http://www.wikidata.org/entity/Q78074613,Hermann Wanner,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1914-11-05T00:00:00Z
,http://www.wikidata.org/entity/Q118201,Georges-André Chevallaz,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581097,male,1915-02-07T00:00:00Z
,http://www.wikidata.org/entity/Q1579071,Hans Conzett,http://www.wikidata.org/entity/Q385258,Swiss People's Party,http://www.wikidata.org/entity/Q6581097,male,1915-07-27T00:00:00Z
,http://www.wikidata.org/entity/Q1579071,Hans Conzett,http://www.wikidata.org/entity/Q477228,"Party of Farmers, Traders and Independents",http://www.wikidata.org/entity/Q6581097,male,1915-07-27T00:00:00Z
,http://www.wikidata.org/entity/Q1903085,Martha Ribi,http://www.wikidata.org/entity/Q13850128,Free Democratic Party of Switzerland,http://www.wikidata.org/entity/Q6581072,female,1915-11-28T00:00:00Z
